Hostname,Catalog Num,Description,Serial Number,Qty,Internal designation,Building,Street,Town or area,County or postcode,Country,GPS coordinates,Pricing 1 Year (Mar 2011 - Feb 2012),Comments and Actions Tomas West,Eqpt Type,Removal Total Price,Additions Total Price,Pricing 3 Year (Mar 2013 - Feb 2014)
ASR1002-ESP-F,,Piggyback,JAE14200BQO,1,Higher Education Authority ,Brooklawn House ,Crampton Avenue ,Shelbourne Road ,Dublin 4 ,Ireland ,"53.3166, -6.22159",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE14200EP3,1,Higher Education Authority ,Brooklawn House ,Crampton Avenue ,Shelbourne Road ,Dublin 4 ,Ireland ,"53.3166, -6.22159",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE14200EM0,1,Higher Education Authority ,Brooklawn House ,Crampton Avenue ,Shelbourne Road ,Dublin 4 ,Ireland ,"53.3166, -6.22159",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,1414956048,1,Higher Education and Training Awards Council ,,26 - 27 Denzille Lane ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3407, -6.24647",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,1511302519,1,Health Research Board ,,73 Lower Baggot Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.334, -6.24518",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-764934525,1,Institutes of Technology Ireland ,,4 Lower Hatch Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3342, -6.25591",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-716378800,1,Irish Universities Association ,,48 Merrion Square ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3386, -6.24738",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,404287875,1,CDVEC-Liberties ,,Bull Alley Street ,,Dublin 8 ,Ireland ,"53.3406, -6.27122",€0.00,,,,,€0.00
Virtual Private Network (VPN) Module,,Plug In,-1781835607,1,Meath VEC ,,Abbey Road ,Navan ,Co. Meath ,Ireland ,",",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1353T87Z,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T3I3,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T86Y,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,160539666,1,National Qualifications Authority of Ireland ,"5th Floor, Jervis House ",Jervis Street ,Dublin 1 ,Co. Dublin ,Ireland ,"53.3469, -6.26583",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,1268642022,1,National University of Ireland ,,49 Merrion Square ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3385, -6.24745",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,1293856326,1,Postgraduate Applications Centre ,,1 Courthouse Square ,Galway ,Co. Galway ,Ireland ,"53.2762, -9.05458",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-1004609149,1,Royal Irish Academy ,,19 Dawson Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3407, -6.25841",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,1337326151,1,CDVEC-Whitehall ,,Swords Road ,Whitehall ,Dublin 9 ,Ireland ,"53.3947, -6.24555",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14063JGS,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE14063M3F,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE14063LZ6,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14063JHA,1,AIT Campus ,,Dublin Road ,Athlone ,Co. Westmeath ,Ireland ,"53.4247, -7.95238",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE141007NA,1,AIT Campus ,,Dublin Road ,Athlone ,Co. Westmeath ,Ireland ,"53.4247, -7.95238",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1410003F,1,DKIT Campus ,,Dublin Road ,Dundalk ,Co. Louth ,Ireland ,"53.9825, -6.39486",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1350Q495,1,DKIT Campus ,,Dublin Road ,Dundalk ,Co. Louth ,Ireland ,"53.9825, -6.39486",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1349PV67,1,DKIT Campus ,,Dublin Road ,Dundalk ,Co. Louth ,Ireland ,"53.9825, -6.39486",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14250A9C,1,IADT Campus ,,Kill Avenue ,Dun Laoghaire ,Co. Dublin ,Ireland ,"53.2819, -6.15178",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE14250AGZ,1,IADT Campus ,,Kill Avenue ,Dun Laoghaire ,Co. Dublin ,Ireland ,"53.2819, -6.15178",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE14250DJY,1,IADT Campus ,,Kill Avenue ,Dun Laoghaire ,Co. Dublin ,Ireland ,"53.2819, -6.15178",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14063JHT,1,Institute of Technology Blanchardstown ,,Blanchardstown Road North ,Blanchardstown ,Dublin 15 ,Ireland ,"53.4031, -6.38074",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T84I,1,Institute of Technology Blanchardstown ,,Blanchardstown Road North ,Blanchardstown ,Dublin 15 ,Ireland ,"53.4031, -6.38074",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE14063M0B,1,Institute of Technology Blanchardstown ,,Blanchardstown Road North ,Blanchardstown ,Dublin 15 ,Ireland ,"53.4031, -6.38074",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14063JHD,1,Institute of Technology Carlow ,,Kilkenny Road ,Carlow ,Co. Carlow ,Ireland ,"52.8287, -6.93673",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE14063M41,1,Institute of Technology Carlow ,,Kilkenny Road ,Carlow ,Co. Carlow ,Ireland ,"52.8287, -6.93673",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE14063M0X,1,Institute of Technology Carlow ,,Kilkenny Road ,Carlow ,Co. Carlow ,Ireland ,"52.8287, -6.93673",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14100049,1,Institute of Technology Sligo ,,Ash Lane ,Sligo ,Co. Sligo ,Ireland ,"54.2763, -8.45899",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE14100049,1,Institute of Technology Sligo ,,Ash Lane ,Sligo ,Co. Sligo ,Ireland ,"54.2763, -8.45899",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T84N,1,Institute of Technology Sligo ,,Ash Lane ,Sligo ,Co. Sligo ,Ireland ,"54.2763, -8.45899",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE14063LZT,1,Institute of Technology Sligo ,,Ash Lane ,Sligo ,Co. Sligo ,Ireland ,"54.2763, -8.45899",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1353T87W,1,IT Tralee campus ,,Clash ,Tralee ,Co. Kerry ,Ireland ,"52.2696, -9.7001",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T85J,1,IT Tralee campus ,,Clash ,Tralee ,Co. Kerry ,Ireland ,"52.2696, -9.7001",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T86N,1,IT Tralee campus ,,Clash ,Tralee ,Co. Kerry ,Ireland ,"52.2696, -9.7001",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1350Q47N,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1350Q47N,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T3I6,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T3I6,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1352S6TN,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1352S6TN,1,Institute of Technology Tallaght ,,Tallaght ,Dublin 24 ,Co. Dublin ,Ireland ,"53.2911, -6.36363",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1353T85T,1,Limerick Institute of Technology ,,Moylish Park ,Limerick ,Co. Limerick ,Ireland ,"52.6738, -8.64812",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T84S,1,Limerick Institute of Technology ,,Moylish Park ,Limerick ,Co. Limerick ,Ireland ,"52.6738, -8.64812",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T3JE,1,Limerick Institute of Technology ,,Moylish Park ,Limerick ,Co. Limerick ,Ireland ,"52.6738, -8.64812",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1347OMDE,1,Letterkenny Institute of Technology ,,Port Road ,Letterkenny ,Co. Donegal ,Ireland ,"54.9501, -7.71838",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1349Q0M9,1,Letterkenny Institute of Technology ,,Port Road ,Letterkenny ,Co. Donegal ,Ireland ,"54.9501, -7.71838",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T3JF,1,Letterkenny Institute of Technology ,,Port Road ,Letterkenny ,Co. Donegal ,Ireland ,"54.9501, -7.71838",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1353T87K,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1353T87K,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T85O,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T85O,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T3H6,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T3H6,1,National College of Ireland ,,Mayor Street ,IFSC ,Dublin 1 ,Ireland ,"53.3489, -6.24292",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1352S7ES,1,CIT Campus ,,Bishopstown ,Cork ,Co. Cork ,Ireland ,"51.8853, -8.5341",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1352S6S7,1,CIT Campus ,,Bishopstown ,Cork ,Co. Cork ,Ireland ,"51.8853, -8.5341",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1334GXXC,1,CIT Campus ,,Bishopstown ,Cork ,Co. Cork ,Ireland ,"51.8853, -8.5341",€0.00,,,,,€0.00
